ID	NumUnique	PopUniq	Nom_Pop	Assigned	Sexe	Year	Cohorte	NGS-SSsp2210	NGS-SSsp2210-b	NGS-SsaD486	NGS-SsaD486-b	Ssa-1.7	Ssa-1.7-b	Ssa-10.1	Ssa-10.1-b	Ssa-10.2	Ssa-10.2-b	Ssa-11.2	Ssa-11.2-b	Ssa-11.3	Ssa-11.3-b	Ssa-11.5	Ssa-11.5-b	Ssa-11.8	Ssa-11.8-b	Ssa-12.5	Ssa-12.5-b	Ssa-13.8	Ssa-13.8-b	Ssa-14.2	Ssa-14.2-b	Ssa-14.3	Ssa-14.3-b	Ssa-14.5	Ssa-14.5-b	Ssa-14.6	Ssa-14.6-b	Ssa-14.8	Ssa-14.8-b	Ssa-15.1	Ssa-15.1-b	Ssa-15.3	Ssa-15.3-b	Ssa-15.7	Ssa-15.7-b	Ssa-17.1	Ssa-17.1-b	Ssa-18.7	Ssa-18.7-b	Ssa-19.1	Ssa-19.1-b	Ssa-19.2	Ssa-19.2-b	Ssa-19.3	Ssa-19.3-b	Ssa-2.1	Ssa-2.1-b	Ssa-2.2	Ssa-2.2-b	Ssa-2.7	Ssa-2.7-b	Ssa-20.2	Ssa-20.2-b	Ssa-21.2	Ssa-21.2-b	Ssa-22.5	Ssa-22.5-b	Ssa-22.9	Ssa-22.9-b	Ssa-22.d31	Ssa-22.d31-b	Ssa-25.11	Ssa-25.11-b	Ssa-25.2	Ssa-25.2-b	Ssa-26.1	Ssa-26.1-b	Ssa-4.d44	Ssa-4.d44-b	Ssa-5.2	Ssa-5.2-b	Ssa-6.2	Ssa-6.2-b	Ssa-7.12	Ssa-7.12-b	Ssa-9.3	Ssa-9.3-b	Ssa-9.8	Ssa-9.8-b
21R416	1136	2	Puyjalon	non	M	2021	2017	37	45	40	40	49	55	28	28	51	57	49	49	57	63	37	46	67	73	69	69	42	48	42	60	64	64	36	39	45	45	63	66	49	49	62	62	73	79	55	55	71	71	56	56	38	38	55	55	34	34	35	35	37	43	42	42	60	78	71	80	64	64	50	50	39	39	42	51	57	57	35	37	43	49	40	46	45	45	37	46	28	31
21R420	1137	2	Puyjalon	non	F	2021	2019	25	37	32	40	49	55	37	40	48	51	49	58	57	57	37	46	73	73	69	72	48	48	42	60	64	67	36	36	42	45	60	63	49	49	53	62	64	79	46	64	68	71	56	62	38	38	49	55	28	34	35	35	31	43	42	42	60	78	80	80	67	67	50	50	39	39	42	51	33	57	37	37	49	49	40	46	30	36	40	40	31	37
21R421	1138	2	Puyjalon	non	F	2021	2018	25	25	36	40	49	49	28	37	48	51	49	58	54	57	37	49	64	73	69	69	42	42	42	42	64	70	36	39	42	42	63	66	43	49	53	65	64	73	46	64	71	71	56	83	38	41	55	55	34	34	35	41	16	43	39	39	60	78	80	80	64	67	50	50	39	39	51	51	33	57	37	39	49	49	46	46	45	45	40	40	31	31
21R422	1139	2	Puyjalon	non	F	2021	2019	25	37	36	52	49	55	28	40	45	54	43	73	54	57	37	46	73	73	69	69	42	42	42	54	64	64	36	39	42	45	66	69	49	49	53	62	73	76	46	46	68	71	56	56	38	41	49	55	34	34	35	35	37	43	42	42	78	78	56	80	58	67	50	50	39	39	42	57	63	66	37	37	49	49	40	40	30	45	40	40	37	37
21R426	1140	2	Puyjalon	non	M	2021	2018	25	49	40	52	49	52	28	28	51	51	43	58	57	63	37	49	73	73	69	69	42	42	48	60	64	64	39	39	45	45	66	66	46	49	65	68	55	73	46	64	71	71	56	56	38	41	52	52	34	34	35	41	31	37	39	42	75	78	65	83	61	64	50	56	39	39	42	42	33	54	35	39	49	49	46	46	45	45	40	40	31	37
21R427	1141	1	Romaine	oui	M	2021	2019	45	45	44	52	46	52	40	40	57	57	49	73	57	63	37	46	64	64	69	72	42	42	42	42	64	70	33	42	45	45	60	66	46	49	65	65	73	79	55	58	68	68	56	59	38	38	49	58	34	34	35	35	16	40	42	42	78	78	65	83	64	64	50	50	39	39	36	51	33	60	35	35	43	49	40	46	45	45	31	37	31	31
21R430	1142	2	Puyjalon	non	F	2021	2018	25	41	40	52	49	55	28	28	51	51	43	49	57	63	37	46	73	73	69	69	42	42	42	54	64	70	21	39	45	45	60	66	49	49	62	62	73	76	46	55	68	68	59	62	38	38	55	55	34	37	35	41	31	43	39	39	60	78	80	80	64	64	50	50	39	39	42	42	33	57	35	37	49	49	40	46	45	45	37	37	31	34
21R431	1143	2	Puyjalon	oui	F	2021	2019	25	45	40	56	46	52	28	37	48	51	49	73	51	63	37	46	73	73	69	69	42	42	48	54	64	70	30	39	45	45	66	66	43	46	53	62	64	73	46	55	71	71	56	83	38	38	52	52	34	34	35	41	34	46	42	42	60	78	65	71	61	64	50	50	39	51	42	42	33	57	35	37	43	49	40	40	30	36	40	46	31	37
21R432	1144	2	Puyjalon	non	M	2021	2019	45	45	36	52	49	55	37	37	48	51	73	73	57	63	46	46	73	73	69	72	42	42	42	60	64	64	21	36	45	45	60	63	49	49	56	62	79	79	46	46	68	68	56	86	38	38	55	55	34	34	35	38	37	43	39	42	78	78	80	80	64	67	50	54	39	39	42	45	33	54	37	37	49	49	40	46	30	45	37	37	34	37
21R433	1145	2	Puyjalon	non	F	2021	2018	45	45	40	52	49	52	40	43	51	51	43	73	57	63	46	46	64	73	63	72	42	48	48	54	64	67	36	36	42	45	60	69	43	43	53	53	64	73	46	55	68	71	62	62	38	38	55	55	28	34	35	35	34	43	42	42	78	81	68	80	64	64	50	54	39	39	51	51	33	54	35	35	49	49	40	46	30	45	37	46	28	37
21R434	1146	2	Puyjalon	non	M	2021	2018	25	45	40	48	52	52	40	40	51	57	58	58	51	54	37	46	64	64	69	72	42	42	54	54	64	70	39	39	45	45	63	66	43	49	62	62	67	73	55	67	68	71	56	56	38	38	49	52	34	34	35	35	37	43	42	45	78	78	65	80	58	64	50	50	39	39	36	57	48	57	35	37	49	49	40	46	30	45	37	37	37	37
21R435	1147	2	Puyjalon	non	F	2021	2018	25	37	40	40	49	55	28	28	45	54	43	58	54	63	37	37	64	73	69	69	42	42	54	60	64	70	21	39	42	45	60	66	43	46	53	68	55	73	46	46	68	68	56	56	41	41	52	55	28	34	35	35	34	43	39	42	75	78	80	80	58	64	50	50	39	39	42	48	33	48	35	39	49	49	46	46	36	45	37	40	31	31
21R438	1148	1	Romaine	non	NA	2021	#VALEUR!	41	41	40	40	52	52	40	40	48	51	49	49	42	54	37	46	64	64	69	72	42	42	42	42	64	70	42	42	42	45	63	66	46	49	56	65	73	73	61	67	68	77	56	59	41	41	55	55	28	31	44	44	34	37	42	45	81	84	68	68	61	61	56	56	39	39	51	51	57	57	35	37	49	49	40	40	36	45	37	37	31	31
21R440	1149	2	Puyjalon	non	F	2021	2018	0	0	36	40	49	49	37	37	51	51	49	58	54	54	37	37	64	73	0	0	0	0	42	54	64	67	0	0	45	45	57	60	43	49	53	65	64	73	46	46	71	71	56	83	38	41	0	0	34	37	35	41	16	43	39	39	78	78	65	83	0	0	50	50	39	39	36	36	33	57	35	37	49	49	40	46	45	45	40	40	31	31
21R443	1150	1	Romaine	non	M	2021	2019	25	45	36	44	46	52	40	40	51	51	49	58	63	66	37	46	73	73	69	69	42	42	42	42	64	64	36	36	45	45	57	69	46	46	56	65	55	73	58	67	68	71	56	62	38	38	49	55	28	34	35	44	37	43	42	42	60	78	65	80	67	70	50	50	39	48	42	57	54	66	35	35	49	49	46	46	30	36	37	37	31	37
21R444	1151	2	Puyjalon	non	F	2021	2018	45	45	40	52	55	55	37	37	51	57	49	73	54	63	37	37	64	73	69	72	42	42	60	60	64	64	36	39	42	45	63	66	46	49	53	62	79	79	46	55	68	71	56	56	38	41	49	55	34	34	35	35	37	43	39	42	78	78	71	80	58	67	50	56	39	39	42	48	33	33	35	37	49	49	40	40	45	45	37	37	31	31
21R445	1152	1	Romaine	non	M	2021	2018	45	49	36	40	46	49	28	40	48	48	49	73	54	63	37	46	64	73	69	69	42	51	36	42	70	70	30	39	42	45	60	66	46	46	59	65	70	79	58	67	68	77	56	80	38	41	55	55	28	34	44	47	43	43	42	42	60	81	0	0	64	64	54	56	39	39	36	51	33	33	33	37	43	49	40	40	36	45	37	40	31	34
21R446	1153	2	Puyjalon	non	F	2021	2018	25	49	40	52	49	55	40	40	51	51	58	73	57	63	46	46	73	73	69	72	42	42	42	54	64	64	21	36	42	45	60	66	49	49	53	62	73	79	46	55	68	68	56	56	38	38	55	55	34	37	35	35	31	43	39	42	60	60	80	80	64	64	50	50	39	39	36	42	33	54	37	37	49	49	40	40	45	45	37	40	31	34
21R447	1154	2	Puyjalon	non	F	2021	2018	45	45	32	40	52	55	28	37	48	57	58	58	54	54	46	46	64	73	63	69	42	48	42	54	64	64	36	39	45	45	60	66	49	49	53	68	64	64	55	55	68	71	62	62	38	38	55	55	28	28	35	35	34	43	42	42	81	81	65	80	58	67	50	54	39	39	42	42	33	33	35	39	49	49	40	46	45	45	37	37	31	37
21R448	1155	1	Romaine	oui	M	2021	2019	45	45	40	52	46	49	40	40	57	57	58	73	54	63	37	46	73	73	69	69	42	42	42	42	64	70	36	42	45	45	57	66	46	46	65	77	73	73	43	58	68	71	56	59	38	38	49	58	34	34	35	35	37	40	39	42	60	78	65	68	64	67	50	50	39	39	42	51	33	66	35	35	43	49	46	46	45	51	40	40	31	37
21R451	1156	1	Romaine	non	F	2021	2019	25	49	44	52	49	52	40	40	51	51	43	49	54	54	46	46	73	73	69	69	42	48	42	42	64	64	21	39	45	45	60	69	46	46	53	65	64	73	49	55	68	68	56	59	38	38	52	55	34	34	35	35	16	43	42	42	78	78	62	80	64	67	54	56	39	39	36	42	33	69	35	35	49	49	46	46	45	45	37	46	31	34
21R457	1157	2	Puyjalon	non	F	2021	2019	37	45	36	36	49	55	28	37	51	51	49	73	54	54	46	49	64	73	69	69	42	42	42	54	64	64	21	36	42	45	60	60	43	43	53	62	64	79	46	55	68	71	56	56	38	41	49	55	28	34	35	38	43	43	39	39	75	78	65	80	64	64	50	54	39	51	36	42	54	66	35	35	49	49	46	46	36	45	37	40	31	31
21R458	1158	1	Romaine	non	F	2021	2019	41	45	40	56	46	49	37	40	51	57	49	73	63	66	46	46	64	73	69	69	42	42	54	60	64	70	21	33	42	45	60	60	43	46	77	83	73	73	43	64	68	68	56	62	38	38	49	55	28	34	35	35	16	43	39	39	60	60	65	65	64	70	56	56	39	51	42	42	33	48	35	35	49	49	40	46	45	51	37	40	31	34
21R459	1159	2	Puyjalon	non	F	2021	2019	37	45	40	40	52	55	37	37	51	51	49	58	57	57	37	49	73	73	69	72	48	48	60	60	64	64	36	42	45	45	63	66	49	49	53	62	64	79	46	46	71	71	56	83	38	38	49	52	28	34	35	35	43	43	42	42	78	78	80	80	64	67	56	58	39	39	51	51	54	57	35	35	43	49	46	46	30	45	37	40	31	34
21R461	1160	2	Puyjalon	non	M	2021	2019	25	45	48	52	49	55	37	43	48	51	49	73	57	63	37	49	64	73	69	72	42	48	42	54	64	70	36	36	42	42	60	63	49	49	53	56	64	79	46	64	68	71	56	62	38	38	52	55	34	34	35	41	16	37	39	39	78	78	80	80	64	64	50	54	39	39	42	51	33	54	35	37	49	49	46	46	45	45	46	46	31	37
21R462	1161	2	Puyjalon	non	F	2021	2018	49	65	36	52	49	55	28	40	45	51	58	73	57	63	46	49	73	73	69	69	42	42	42	60	64	64	36	39	45	45	66	69	43	46	53	68	55	73	46	64	68	71	56	56	41	41	55	55	34	34	35	35	37	37	39	42	60	78	59	83	61	64	50	56	39	39	36	57	33	54	37	37	43	49	46	46	45	45	37	40	34	37
21R463	1162	2	Puyjalon	non	F	2021	2017	37	41	40	40	52	52	28	28	48	51	49	49	42	57	37	46	73	73	69	69	42	42	42	42	67	67	39	39	42	45	66	66	46	49	56	56	61	73	64	67	68	77	56	56	41	41	52	55	28	28	44	44	34	34	42	45	81	81	59	68	61	61	56	56	39	39	51	51	57	57	35	37	49	49	40	40	48	54	37	40	31	31
21R464	1163	2	Puyjalon	non	F	2021	2019	45	45	48	52	49	55	28	43	45	51	73	73	57	63	37	46	64	73	69	69	42	42	54	54	64	70	36	36	42	45	60	60	43	49	53	62	64	79	46	64	68	71	56	86	38	38	55	55	34	34	35	41	34	37	39	42	60	60	65	80	67	67	54	54	39	39	36	42	54	54	37	39	43	49	46	46	45	45	37	37	34	37
21R466	1164	2	Puyjalon	non	F	2021	2018	37	49	36	52	49	52	28	40	45	54	58	73	54	63	37	46	64	73	69	69	42	42	48	60	64	64	39	39	45	45	66	66	46	49	65	68	55	73	46	64	71	71	56	62	38	38	52	55	34	34	35	41	31	37	39	42	60	75	65	80	61	64	50	56	39	39	42	42	33	57	37	37	43	49	40	46	45	45	37	40	31	31
21R467	1165	2	Puyjalon	non	F	2021	2019	37	49	40	44	55	55	40	40	48	51	73	73	54	63	46	46	73	73	69	72	42	42	42	54	64	64	36	36	45	45	60	60	43	43	53	53	64	79	46	46	68	71	56	56	38	38	49	52	34	34	35	41	16	43	39	42	75	78	71	80	58	64	50	54	39	39	36	51	33	33	35	39	49	49	46	46	30	45	37	40	31	37
21R469	1166	2	Puyjalon	non	M	2021	2018	25	25	40	48	49	55	28	28	48	51	49	73	54	57	37	46	64	73	69	69	42	48	42	54	64	70	36	36	42	45	57	63	49	49	53	53	64	64	46	55	71	71	56	62	38	41	49	55	34	34	35	35	43	43	39	42	78	81	65	80	67	67	50	50	39	39	42	51	33	54	37	37	43	49	40	46	30	45	37	40	31	31
21R470	1167	2	Puyjalon	non	F	2021	2019	25	37	40	52	55	55	28	40	45	51	49	73	54	54	37	37	73	73	69	69	42	42	42	60	64	70	21	39	42	45	60	66	49	49	53	62	79	79	46	46	68	68	62	62	38	38	55	55	34	34	35	41	37	43	39	42	60	60	59	71	64	67	50	50	39	39	42	51	33	33	37	37	49	49	40	40	30	45	37	37	34	34
21R472	1168	1	Romaine	non	F	2021	2019	25	45	40	52	52	52	28	40	51	57	49	73	63	63	46	49	73	73	57	69	45	48	42	42	64	64	36	39	45	48	57	66	46	46	65	83	73	79	43	55	68	68	56	59	38	38	55	55	28	28	35	38	40	43	42	45	60	78	68	80	58	64	50	50	39	39	36	51	33	57	35	35	49	49	46	46	45	45	40	40	31	34
21R474	1169	1	Romaine	non	F	2021	2019	25	49	36	36	49	49	28	40	51	51	73	73	51	63	37	49	64	64	69	72	42	42	42	60	64	64	21	36	45	45	60	69	46	46	65	68	73	73	64	64	71	71	62	62	38	38	49	49	28	37	35	44	34	43	42	42	78	78	68	80	61	70	50	50	39	39	51	51	60	66	35	37	43	43	46	46	45	51	37	46	31	37
21R475	1170	2	Puyjalon	non	F	2021	2019	25	45	48	48	52	52	28	28	51	51	49	73	54	63	46	49	73	73	69	69	42	48	42	54	64	70	39	39	42	45	66	66	43	49	62	62	64	73	46	64	68	71	56	56	38	41	55	55	34	34	35	41	16	43	Unscored	Unscored	78	81	65	80	64	64	50	56	39	39	42	51	33	33	35	35	49	49	40	46	45	45	37	40	31	34
21R477	1171	1	Romaine	non	M	2021	2019	25	49	56	56	49	49	28	28	48	51	43	49	54	54	46	49	73	73	69	72	42	48	42	42	64	64	21	39	45	45	60	69	46	46	53	65	64	73	64	64	68	71	59	74	38	38	52	55	34	37	35	44	16	43	42	42	78	78	80	80	64	67	50	54	39	39	36	51	33	69	35	35	49	49	46	46	30	45	37	40	31	34
21R479	1172	1	Romaine	oui	M	2021	2019	45	45	36	52	49	52	40	40	48	57	49	73	54	63	46	46	73	73	60	69	42	42	42	42	64	64	21	39	42	45	60	66	46	49	53	56	64	73	58	64	68	71	56	59	38	38	52	55	28	34	35	35	16	37	42	42	78	78	62	71	64	67	50	54	39	39	36	42	33	33	35	35	49	49	40	46	45	45	37	37	31	34
21R480	1173	2	Puyjalon	non	M	2021	2018	25	37	36	40	49	49	28	43	51	54	43	73	63	63	37	46	73	73	69	69	42	48	48	54	64	70	39	39	45	45	66	66	49	49	62	65	73	79	46	46	68	71	56	56	41	41	52	52	34	34	35	41	31	46	39	39	60	78	65	80	58	64	50	50	39	39	42	48	33	33	37	37	49	49	40	46	45	51	37	40	31	31
21R481	1174	1	Romaine	non	M	2021	2019	25	45	44	52	46	52	40	40	57	57	49	73	54	63	46	46	64	73	69	69	42	42	42	48	70	70	30	33	45	45	60	66	46	46	62	83	73	82	46	73	68	68	56	59	38	38	52	55	28	34	35	35	34	37	42	42	60	60	68	80	64	70	50	50	39	39	36	36	33	33	35	35	49	49	40	40	30	45	37	40	31	31
21R483	1175	1	Romaine	non	M	2021	2019	37	45	52	52	49	52	28	40	51	51	43	49	51	63	46	46	73	73	69	69	42	48	42	42	64	70	30	39	45	45	60	60	46	46	65	83	73	79	55	73	68	71	56	62	38	38	52	55	28	34	35	35	34	34	Unscored	Unscored	0	0	65	80	58	64	50	54	39	39	36	51	33	48	35	39	49	49	40	46	30	45	37	37	31	34
21R486	1176	1	Romaine	non	NA	2021	2019	25	25	36	36	46	49	40	40	51	57	49	73	63	66	37	46	73	73	63	72	42	42	42	42	64	64	36	36	45	45	57	81	43	46	65	65	73	82	58	64	71	71	56	62	38	38	55	58	28	34	35	44	37	43	39	42	60	78	65	80	64	64	50	56	39	51	36	42	33	54	35	35	43	49	40	40	30	51	40	40	31	31
21R487	1177	1	Romaine	non	NA	2021	2019	0	0	40	52	46	49	28	40	48	48	49	73	63	72	37	46	64	73	69	69	42	42	36	42	70	70	30	39	42	45	60	66	46	46	59	77	70	73	46	64	56	68	56	80	41	41	0	0	28	34	44	47	43	43	42	48	81	81	65	68	67	70	54	56	39	39	36	60	33	57	33	37	43	49	40	46	36	45	37	40	31	34
22R001	1178	2	Puyjalon	oui	F	2022	2020	37	41	36	40	52	55	37	40	51	51	43	49	57	63	37	46	73	73	69	69	42	48	42	54	64	67	36	36	42	45	60	63	43	49	53	62	64	79	46	46	71	71	56	56	38	38	52	55	28	34	35	41	16	43	42	42	0	0	80	80	64	67	50	50	39	48	42	51	33	33	35	39	49	49	40	46	45	45	37	37	31	34
22R002	1179	1	Romaine	oui	F	2022	2020	45	45	40	52	52	52	28	40	48	57	58	73	54	63	37	46	64	73	69	69	42	42	42	42	64	64	36	42	45	45	0	0	46	46	58	70	73	73	58	67	68	71	45	45	38	38	55	55	28	34	44	44	16	43	39	42	60	60	80	83	64	64	36	42	39	39	36	36	33	33	35	35	43	49	40	46	30	45	40	40	31	31
22R003	1180	2	Puyjalon	oui	F	2022	2020	45	49	36	40	52	52	28	40	45	51	43	49	54	54	46	49	73	73	69	69	42	48	42	54	64	64	21	39	45	45	60	66	46	49	49	53	67	73	46	46	71	71	56	56	38	41	52	55	28	34	35	35	16	43	42	42	0	0	65	65	0	0	50	50	0	0	36	51	33	33	35	37	49	49	40	46	45	45	37	40	34	34
22R004	1181	2	Puyjalon	oui	F	2022	2020	25	41	40	40	46	52	28	40	51	51	43	49	54	63	37	49	73	73	69	72	42	42	42	54	64	70	36	39	45	45	66	69	43	43	62	62	73	79	0	0	71	77	56	56	38	41	49	55	34	34	35	41	31	34	42	42	60	78	0	0	64	64	50	50	39	39	42	42	33	33	35	37	43	43	40	46	30	45	37	46	31	37
22R005	1182	1	Romaine	oui	M	2022	2020	45	45	40	44	49	49	28	28	51	51	49	58	51	57	46	46	64	73	69	69	42	42	42	48	64	64	36	39	45	45	57	66	43	46	74	83	64	73	46	55	68	71	59	59	38	44	55	55	34	34	38	41	43	43	39	42	60	60	59	59	64	70	50	56	39	39	36	36	33	33	35	39	43	49	46	46	30	36	37	40	31	34
22R006	1183	2	Puyjalon	non	F	2022	2019	41	45	36	40	49	52	37	40	45	57	49	49	63	66	46	46	64	73	69	72	42	45	42	42	64	70	21	36	45	45	57	60	43	46	53	65	64	67	0	0	71	71	62	83	38	38	55	55	34	34	35	35	16	37	39	42	60	60	0	0	58	70	54	56	39	48	48	51	33	57	37	39	49	49	40	46	45	45	37	37	31	37
22R008	1184	2	Puyjalon	oui	F	2022	2020	25	49	40	52	52	52	37	37	51	51	49	49	57	63	37	37	64	73	69	72	42	48	42	60	64	64	36	36	45	45	57	69	49	49	53	65	64	73	46	64	71	71	56	56	38	41	49	55	34	34	35	41	34	43	39	42	0	0	56	80	61	70	50	56	0	0	42	51	33	33	35	35	49	49	40	46	45	45	40	40	31	37
22R009	1185	2	Puyjalon	non	M	2022	2019	25	45	36	52	46	55	40	40	48	51	43	43	54	54	37	46	73	76	69	69	42	42	54	54	64	67	36	39	45	45	60	66	43	49	49	62	73	73	43	46	71	77	56	62	38	41	55	55	28	34	35	41	34	34	42	42	0	0	56	65	61	64	50	50	39	39	42	42	33	33	39	39	49	49	40	40	45	45	37	40	31	34
22R010	1186	2	Puyjalon	non	F	2022	2019	37	45	36	40	46	55	28	37	51	51	49	73	63	63	46	49	64	73	69	69	42	42	42	54	64	67	36	39	42	45	0	0	43	43	56	65	73	79	46	46	0	0	56	62	38	38	52	55	34	34	35	35	43	43	39	42	0	0	59	59	64	64	50	54	39	39	42	51	0	0	37	39	49	49	46	46	45	45	40	40	31	37
22R011	1187	2	Puyjalon	oui	F	2022	2019	25	45	36	40	52	52	28	37	51	51	49	73	57	57	37	46	73	73	69	69	42	42	48	60	64	64	39	42	45	45	66	66	43	49	53	62	64	73	0	0	68	71	56	62	38	41	52	55	34	34	35	35	16	43	42	45	0	0	71	80	64	67	54	56	0	0	42	51	48	54	35	39	49	49	40	46	30	45	40	46	31	37
22R012	1188	2	Puyjalon	oui	F	2022	2020	25	49	40	52	52	52	37	40	51	51	49	49	57	63	37	46	64	73	69	69	42	48	42	60	64	64	36	36	45	45	57	69	46	49	53	65	73	73	0	0	0	0	56	62	38	38	49	55	34	34	35	41	34	43	42	42	0	0	0	0	64	70	50	56	39	39	42	51	33	33	35	35	49	49	40	40	45	45	40	46	31	37
22R013	1189	2	Puyjalon	non	M	2022	2020	25	45	32	32	55	55	28	40	51	51	43	73	54	63	37	46	64	73	69	72	0	0	54	54	0	0	21	36	45	45	60	69	43	46	53	62	64	64	46	55	71	71	62	62	38	38	49	55	28	34	35	41	34	43	39	42	60	78	59	59	58	64	50	54	0	0	36	42	0	0	37	37	43	49	40	46	30	45	37	46	31	37
22R014	1190	2	Puyjalon	oui	M	2022	2019	45	49	52	52	52	52	28	37	48	48	49	58	54	57	37	49	64	73	69	72	42	48	42	60	64	70	21	36	42	45	60	69	49	49	53	53	64	73	46	55	71	71	56	74	38	38	52	55	28	34	35	35	34	34	39	42	0	0	71	80	64	64	50	50	39	39	42	51	33	33	37	39	49	49	40	40	45	45	37	46	31	37
22R015	1191	2	Puyjalon	non	M	2022	2019	45	49	36	36	49	49	28	28	51	51	58	58	57	63	46	49	73	73	69	69	0	0	48	54	64	70	36	39	45	45	0	0	43	49	53	53	64	67	0	0	68	68	62	62	38	38	52	52	34	34	35	38	37	43	X	X	60	78	71	80	64	64	50	50	0	0	42	42	33	33	35	37	43	49	40	40	36	51	37	40	34	37
22R016	1192	2	Puyjalon	oui	F	2022	2020	45	45	32	40	55	55	28	40	48	51	43	49	54	54	49	49	73	73	69	69	42	42	42	42	64	70	36	39	45	45	0	0	46	49	49	65	64	73	46	46	68	71	56	56	38	41	52	55	28	34	35	35	16	37	39	42	0	0	59	65	64	67	50	50	39	39	36	42	Unscored	Unscored	35	39	49	49	40	40	45	45	37	37	31	37
22R019	1193	2	Puyjalon	non	F	2022	2019	25	45	32	36	52	55	28	40	51	57	49	73	54	63	37	37	67	73	69	69	0	0	42	42	64	70	36	39	42	45	66	69	43	43	53	62	64	73	46	64	71	71	56	62	38	41	52	52	34	34	35	35	37	43	42	42	0	0	80	80	58	64	56	56	39	39	51	57	33	33	35	35	49	49	40	40	30	51	40	40	31	31
22R020	1194	2	Puyjalon	oui	F	2022	2020	41	45	36	52	55	55	28	40	51	51	49	73	57	57	37	49	64	73	69	69	42	48	42	54	64	64	21	39	45	45	60	66	49	49	53	53	64	67	X	X	68	71	56	56	38	41	49	52	28	34	35	35	16	43	42	45	75	78	80	80	0	0	50	56	0	0	36	36	33	33	37	39	49	49	40	46	45	45	37	37	31	31
22R021	1195	2	Puyjalon	oui	F	2022	2019	45	45	40	52	52	55	37	40	45	48	73	73	63	63	37	46	73	73	69	69	42	42	42	54	64	64	36	36	45	45	60	60	46	49	53	53	67	73	46	46	71	71	56	56	38	41	55	55	34	34	35	41	34	43	42	42	0	0	56	65	58	61	50	50	39	39	36	51	33	33	39	39	49	49	46	46	45	45	37	37	31	34
22R022	1196	2	Puyjalon	non	M	2022	2020	25	25	44	52	52	55	28	40	51	54	43	49	54	57	37	37	73	73	69	69	48	48	42	42	64	64	36	36	42	45	54	57	43	49	53	77	49	73	46	46	68	71	56	62	38	41	49	55	28	34	35	35	37	43	42	42	0	0	0	0	67	67	54	56	39	39	42	51	33	33	37	37	49	49	40	46	45	45	40	40	31	37
22R023	1197	2	Puyjalon	non	M	2022	2020	25	45	32	44	49	55	28	37	51	54	49	73	57	63	37	37	73	73	69	69	42	42	42	60	64	64	36	36	42	45	60	63	46	49	53	53	73	73	0	0	68	71	56	56	38	41	49	55	28	34	35	35	43	43	Unscored	Unscored	75	78	65	80	64	64	50	56	39	39	36	36	Unscored	Unscored	37	37	49	49	40	46	45	45	37	40	34	37
22R024	1198	1	Romaine	oui	F	2022	2020	25	45	52	52	52	52	40	40	57	57	43	73	54	60	46	46	73	73	60	72	42	42	42	42	64	64	36	39	45	45	0	0	43	46	53	65	67	73	0	0	0	0	62	71	38	38	52	55	34	37	35	35	34	40	Unscored	Unscored	60	60	59	68	0	0	50	56	39	51	51	54	48	48	35	35	49	49	40	46	30	45	37	46	31	34
22R025	1199	2	Puyjalon	oui	F	2022	2019	45	65	40	40	46	52	37	40	48	48	Unscored	Unscored	54	63	37	49	64	73	69	69	48	48	42	42	64	67	36	36	45	45	0	0	46	49	62	65	64	73	X	X	71	71	56	62	38	38	52	55	34	34	35	35	37	37	42	42	0	0	0	0	64	64	50	56	39	39	42	42	33	33	X	X	49	49	46	46	30	45	37	40	37	37
22R026	1200	2	Puyjalon	non	F	2022	2019	25	41	32	36	46	55	40	40	48	51	73	73	63	63	37	46	73	73	69	69	42	48	42	42	64	70	39	39	42	42	66	66	43	43	53	62	64	67	0	0	71	77	56	83	38	38	52	55	28	34	35	41	16	37	39	42	60	60	80	80	61	61	50	50	0	0	42	57	33	33	37	39	49	49	40	40	30	45	37	37	31	37
22R027	1201	2	Puyjalon	non	M	2022	2019	25	65	40	40	52	52	37	40	51	51	73	73	54	57	37	46	64	73	69	69	42	42	42	42	64	64	36	36	42	45	60	60	43	49	53	62	67	73	46	64	68	71	56	62	38	38	55	55	34	34	35	41	16	31	Unscored	Unscored	60	78	59	59	0	0	50	50	0	0	42	42	33	33	35	39	49	49	40	40	30	51	37	37	34	37
22R028	1202	2	Puyjalon	oui	F	2022	2020	45	49	36	52	55	55	28	37	51	51	43	73	54	57	37	46	64	73	69	69	42	42	42	54	0	0	36	39	45	45	69	72	46	46	49	53	73	73	46	58	68	71	56	59	38	41	52	52	28	28	35	35	16	43	39	42	60	78	56	65	61	67	50	50	0	0	36	42	0	0	35	39	49	49	40	40	45	45	40	46	34	34
22R029	1203	2	Puyjalon	oui	F	2022	2019	45	49	36	40	49	52	28	28	51	51	49	73	63	63	37	46	67	73	69	72	42	48	42	60	64	64	21	39	45	45	60	69	43	49	62	62	73	79	55	64	71	71	56	62	38	38	52	52	34	34	35	41	34	37	Unscored	Unscored	0	0	0	0	58	64	50	56	0	0	36	42	33	33	35	37	43	43	40	40	36	45	37	40	31	31
