Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
22R721	45	49	36	52	52	55	37	40	48	51	73	73	54	63	37	37	73	73	69	72	?	?	42	54	64	70	36	39	42	45	63	63	46	49	49	62	73	79	46	55	71	71	56	56	38	41	49	55	34	34	35	38	34	43	39	42	60	78	56	80	61	67	50	54	39	39	51	51	33	33	35	35	43	49	46	46	30	45	37	40	31	37
22R722	25	25	52	52	55	55	28	43	45	51	49	73	57	63	37	37	64	73	69	69	42	48	42	60	64	64	21	36	45	45	?	?	49	49	53	68	64	79	46	46	?	?	56	62	38	38	52	55	28	34	35	35	43	43	42	42	?	?	56	56	58	64	50	50	?	?	42	42	33	33	37	37	49	49	40	40	30	45	37	37	31	34
22R723	45	45	48	48	49	55	37	37	48	48	58	73	51	63	37	46	73	73	69	72	?	?	42	42	64	64	21	36	45	45	60	69	46	49	56	62	64	79	46	64	68	71	56	56	38	41	55	55	34	34	35	41	34	43	39	42	78	78	65	80	61	67	50	54	39	39	36	42	?	?	37	39	49	49	46	46	30	45	40	46	34	37
22R724	25	37	36	52	46	49	28	40	51	51	58	58	54	54	37	49	73	73	69	69	42	42	42	42	64	70	39	39	42	42	66	66	43	46	56	62	73	76	?	?	68	77	56	56	38	38	55	55	34	34	35	41	43	43	39	48	78	81	68	80	64	67	50	56	39	48	51	57	33	57	37	37	49	49	40	46	36	45	37	40	31	31
22R725	45	49	36	36	49	49	28	37	51	51	58	73	51	54	37	37	73	73	69	69	42	42	54	60	64	70	39	39	45	45	?	?	49	49	62	62	79	79	46	46	68	71	56	62	38	41	55	55	34	34	35	38	43	46	45	45	60	78	59	71	64	64	50	50	39	51	36	42	33	33	37	37	49	49	40	40	45	45	37	40	31	34
22R728	45	65	32	52	52	55	28	40	51	54	49	73	54	57	37	46	64	73	69	69	42	42	42	54	64	67	36	36	42	45	60	60	43	49	53	62	73	79	?	?	68	71	56	62	38	41	55	55	34	34	35	41	34	43	39	42	?	?	59	80	61	64	50	54	39	51	42	51	33	57	35	39	49	49	40	40	30	45	37	46	31	34
22R730	25	37	32	52	52	52	43	43	51	51	49	73	57	63	37	49	64	73	69	69	42	42	42	54	64	64	36	39	42	45	?	?	43	46	62	65	64	79	46	64	71	71	62	83	38	38	52	55	34	34	35	41	16	43	39	39	60	78	59	59	64	67	50	56	39	39	42	42	33	33	35	37	49	49	46	46	30	45	37	46	31	34
22R732	37	41	32	40	52	55	37	40	51	51	49	73	54	54	37	37	73	73	69	72	42	42	54	60	64	64	36	39	45	45	?	?	43	49	62	62	64	79	46	64	?	?	56	83	38	41	52	55	34	37	35	41	31	43	42	42	?	?	65	80	64	64	50	54	39	39	42	42	57	57	35	39	49	49	40	40	45	45	37	46	31	37
23R061	25	37	40	56	52	52	37	37	48	51	43	73	54	63	46	49	64	73	69	69	42	48	42	54	64	70	36	42	45	45	66	69	43	49	62	65	64	73	46	46	71	71	56	56	38	41	52	55	28	28	35	41	43	43	42	48	60	78	59	65	64	67	?	?	39	51	36	48	48	57	?	?	43	49	46	46	30	45	40	40	31	34
23R102	25	65	40	40	55	55	37	40	48	51	49	58	54	54	37	46	64	73	69	69	?	?	42	54	64	64	39	39	45	45	66	66	43	43	62	65	67	73	46	46	68	71	56	62	38	38	55	55	34	34	35	35	37	43	39	42	?	?	80	80	64	64	?	?	?	?	36	42	33	48	?	?	49	49	40	46	?	?	37	46	31	37
23R221	45	49	52	56	49	55	37	37	48	51	43	73	51	54	37	46	64	73	69	69	?	?	42	54	64	70	36	39	42	42	57	66	46	49	53	62	73	79	46	58	68	71	56	56	38	38	55	55	34	37	35	35	43	46	42	42	60	78	59	80	64	64	?	?	?	?	36	42	?	?	37	37	49	49	40	46	?	?	37	46	31	34
23R264	45	49	32	52	49	55	37	40	48	51	49	73	51	54	46	46	64	73	69	69	?	?	42	54	64	70	36	39	42	45	57	69	43	46	53	65	73	73	46	46	68	71	56	59	41	41	52	52	28	34	35	35	43	46	39	42	78	78	59	80	64	64	?	?	39	48	42	48	33	33	?	?	49	49	40	46	30	45	37	40	31	31
23R266	45	45	40	52	52	55	40	43	48	51	58	58	54	54	37	37	64	64	69	69	?	?	42	60	64	64	36	36	42	45	57	69	46	49	49	62	73	73	46	46	68	71	62	86	38	38	55	55	34	34	35	41	37	37	39	42	60	78	80	80	64	64	?	?	39	51	42	42	48	57	35	39	43	49	40	40	36	45	37	40	28	31
23R336	45	65	40	52	55	55	37	37	51	51	58	73	54	57	37	37	64	73	69	72	42	48	54	60	64	70	39	39	42	45	66	66	43	43	62	65	64	73	46	64	71	71	83	83	38	38	52	52	34	37	35	35	16	37	39	48	60	78	80	80	64	64	?	?	39	39	36	42	48	54	?	?	49	49	46	46	45	48	37	37	31	31
23R362	37	45	40	48	55	55	40	43	51	51	58	73	54	54	37	49	73	73	69	72	42	48	42	54	64	70	36	36	42	42	60	63	43	43	53	62	76	79	46	55	68	68	56	86	38	38	55	55	34	34	35	35	43	43	39	39	78	78	80	80	64	67	48	50	39	39	42	57	57	57	37	37	49	49	46	46	36	45	37	46	31	37
23R373	45	65	40	52	52	55	37	40	48	51	58	58	54	54	37	37	64	64	69	72	?	?	54	60	64	64	36	39	42	45	66	69	43	43	56	65	73	79	46	46	68	71	56	56	38	38	52	55	34	34	35	41	37	37	39	42	60	78	80	80	64	64	?	?	39	51	36	42	48	48	?	?	43	49	40	46	?	?	37	40	28	37
23R421	37	45	40	52	49	52	37	40	48	57	58	73	54	54	37	37	64	73	69	72	42	42	42	60	64	70	36	39	45	45	63	66	43	49	62	65	73	79	46	46	71	71	56	62	38	38	55	55	34	34	35	35	37	43	39	42	60	78	80	80	64	67	?	?	39	51	36	36	33	48	?	?	49	49	40	46	36	45	37	40	31	31
23R448	25	25	32	40	52	52	37	40	51	51	49	49	54	63	37	37	67	73	69	69	42	48	42	42	64	64	21	21	45	45	60	60	46	49	53	62	73	79	46	70	68	71	56	62	38	38	49	55	28	34	35	35	37	43	39	42	60	78	68	80	64	67	?	?	39	39	51	57	33	33	?	?	43	49	46	46	36	45	40	40	31	37
23R520	25	45	44	52	52	55	40	43	48	51	73	73	54	63	46	49	64	73	69	69	42	48	42	42	64	64	21	39	42	45	60	66	43	49	53	53	64	79	46	64	68	71	56	62	38	38	52	55	34	34	35	41	16	37	39	39	60	78	80	80	64	64	?	?	39	39	42	45	54	57	35	35	49	49	46	46	30	45	37	46	31	37
23R070	45	45	40	52	52	55	40	40	51	57	58	73	54	63	46	46	67	73	69	69	42	42	42	42	64	64	21	36	45	45	57	60	46	49	53	83	70	73	55	55	71	71	62	62	38	38	49	55	34	34	35	41	16	37	42	45	60	60	59	59	64	70	?	?	39	39	36	42	33	33	35	39	43	49	46	46	36	45	37	46	31	37
pop = 2020PU																																																																																		
22R013	25	45	32	32	55	55	28	40	51	51	43	73	54	63	37	46	64	73	69	72	?	?	54	54	?	?	21	36	45	45	60	69	43	46	53	62	64	64	46	55	71	71	62	62	38	38	49	55	28	34	35	41	34	43	39	42	60	78	59	59	58	64	50	54	?	?	36	42	?	?	37	37	43	49	40	46	30	45	37	46	31	37
22R022	25	25	44	52	52	55	28	40	51	54	43	49	54	57	37	37	73	73	69	69	48	48	42	42	64	64	36	36	42	45	54	57	43	49	53	77	49	73	46	46	68	71	56	62	38	41	49	55	28	34	35	35	37	43	42	42	?	?	?	?	67	67	54	56	39	39	42	51	33	33	37	37	49	49	40	46	45	45	40	40	31	37
22R023	25	45	32	44	49	55	28	37	51	54	49	73	57	63	37	37	73	73	69	69	42	42	42	60	64	64	36	36	42	45	60	63	46	49	53	53	73	73	?	?	68	71	56	56	38	41	49	55	28	34	35	35	43	43	?	?	75	78	65	80	64	64	50	56	39	39	36	36	?	?	37	37	49	49	40	46	45	45	37	40	34	37
22R063	25	45	40	40	55	55	37	37	51	51	49	73	54	54	46	46	73	73	69	69	42	42	42	60	64	70	36	39	45	45	63	69	43	43	53	65	73	73	46	46	68	77	56	62	38	41	52	55	34	34	35	38	34	43	39	42	60	60	59	80	64	64	50	50	?	?	36	36	?	?	37	39	49	49	40	40	45	45	40	46	31	34
22R081	25	37	32	36	46	52	28	37	51	51	73	73	54	54	46	46	73	73	69	69	42	42	42	54	64	67	36	39	42	45	?	?	43	43	56	65	73	79	46	55	68	77	62	62	38	38	52	55	34	34	35	38	43	43	39	39	60	60	71	80	58	64	54	54	39	39	42	42	?	?	37	39	49	49	40	40	30	45	37	46	31	37
22R092	25	45	32	40	52	55	37	37	51	51	49	49	54	63	37	46	64	73	69	69	42	42	42	54	67	70	36	39	45	45	60	63	43	43	53	65	73	73	?	?	68	68	56	62	38	41	?	?	34	34	38	41	31	43	15	39	60	60	71	80	64	64	50	54	39	39	42	42	33	57	37	39	49	49	40	46	45	45	40	46	31	34
22R096	25	25	40	52	52	55	37	40	51	51	49	49	54	63	46	49	64	73	69	72	42	42	42	54	67	67	36	39	45	45	60	69	43	49	53	65	64	73	46	46	68	71	56	83	38	41	52	52	34	34	35	35	43	43	39	45	60	78	71	80	64	70	54	56	39	39	36	36	33	57	35	37	49	49	40	46	45	45	37	40	31	37
22R100	25	45	32	40	52	55	37	40	51	51	49	49	54	63	46	46	64	73	69	69	42	42	42	60	64	70	36	39	45	45	?	?	43	43	53	68	73	73	46	46	?	?	56	56	41	41	49	52	34	34	35	38	34	43	39	45	60	81	?	?	64	64	?	?	39	39	36	42	33	57	35	37	49	49	40	40	30	45	40	46	31	34
22R101	37	45	44	52	55	55	40	40	48	51	58	73	54	63	37	46	73	73	69	69	42	42	42	48	64	64	39	39	45	45	66	66	43	49	53	65	73	79	64	64	68	71	56	86	38	38	55	55	28	34	35	35	37	37	42	45	60	60	59	59	61	64	50	54	?	?	51	51	33	54	37	39	49	49	46	46	45	45	40	46	31	34
22R114	25	37	36	40	52	55	28	28	45	51	43	73	54	54	46	46	73	73	69	69	42	48	60	60	64	64	36	39	45	45	?	?	46	49	56	68	55	79	46	46	68	71	62	65	38	38	55	55	34	37	35	41	16	43	39	42	60	75	?	?	58	64	54	56	39	39	36	51	33	33	39	39	43	49	46	46	30	45	37	46	31	34
22R123	45	65	40	52	49	55	37	43	51	51	73	73	54	54	37	37	64	64	69	72	42	42	54	60	64	64	21	36	45	45	60	60	43	49	53	62	64	79	46	64	?	?	62	83	38	38	52	55	34	37	35	38	31	43	42	42	?	?	?	?	?	?	50	56	?	?	36	42	33	57	37	39	49	49	40	40	36	45	46	46	31	31
22R141	25	25	32	40	52	55	37	40	51	51	49	49	54	63	46	46	64	73	69	69	42	42	42	54	64	67	36	39	45	45	60	66	43	49	62	65	73	73	46	46	68	77	56	62	38	41	49	52	34	34	35	38	34	43	39	45	60	81	71	80	64	64	50	56	39	39	36	42	57	57	35	37	49	49	40	40	30	45	40	40	31	31
22R151	45	45	36	40	49	55	28	40	45	51	49	58	63	63	46	46	64	64	69	69	42	48	42	54	64	67	36	39	42	45	60	66	43	46	53	65	73	73	46	55	68	77	56	83	38	41	52	55	34	34	35	38	43	43	39	42	60	60	59	71	64	64	54	54	39	39	42	42	33	33	37	39	49	49	40	40	45	51	40	40	31	31
22R166	25	37	36	40	52	55	40	40	51	51	49	49	54	54	37	46	73	73	69	72	42	48	42	42	64	70	39	39	42	45	?	?	43	43	53	68	73	73	46	55	68	71	56	62	38	38	55	55	34	34	35	41	31	43	?	?	60	60	65	80	?	?	50	56	39	39	42	42	33	33	39	39	43	49	40	46	30	45	40	46	31	37
22R289	25	45	44	52	52	52	28	37	45	51	49	73	57	63	37	49	?	?	69	69	42	48	42	54	64	64	21	36	45	45	60	69	43	49	53	77	49	73	?	?	?	?	56	62	38	41	49	49	28	34	35	35	37	37	42	42	60	60	56	80	?	?	50	56	39	39	42	51	33	57	37	39	49	49	40	46	45	45	40	40	31	37
22R314	45	45	40	44	46	52	28	37	45	51	49	73	54	63	37	46	64	64	69	69	42	42	54	60	64	64	36	39	42	45	66	69	43	43	68	68	73	73	46	46	68	71	56	62	38	38	52	52	34	34	35	35	43	43	39	39	60	81	59	83	58	64	50	50	39	39	42	42	?	?	37	39	49	49	40	46	45	45	37	37	34	37
22R354	37	41	36	40	46	55	28	40	51	54	58	58	57	63	37	46	64	73	69	69	42	42	42	42	64	70	36	39	42	45	?	?	43	49	62	68	64	76	?	?	?	?	68	83	38	38	55	55	34	34	35	35	16	43	42	42	?	?	71	83	64	64	50	54	39	48	36	42	33	33	37	37	49	49	40	40	30	51	40	40	31	37
22R356	25	45	40	40	55	55	37	40	51	51	73	73	54	54	37	46	64	73	69	69	42	42	54	60	64	64	?	?	42	45	?	?	43	43	68	68	73	73	?	?	68	71	56	86	38	41	52	55	34	34	35	38	37	43	39	39	60	60	59	71	64	64	50	54	39	39	42	42	33	33	35	37	49	49	40	46	45	51	40	46	31	31
22R358	25	45	36	40	46	55	28	40	48	51	43	49	54	63	46	46	64	73	69	72	42	42	42	54	64	67	21	39	42	45	?	?	49	49	53	65	73	79	?	?	68	71	56	62	38	38	55	58	34	34	35	41	34	43	39	42	60	60	?	?	64	67	50	54	39	39	51	51	33	33	35	37	49	49	40	46	30	30	46	46	31	31
22R398	25	25	40	40	52	55	28	40	45	51	49	73	54	54	37	46	64	73	69	69	42	42	42	54	67	70	36	39	45	45	60	63	43	49	62	68	73	73	46	46	68	77	56	62	38	41	49	52	34	34	35	41	31	43	39	45	60	78	59	80	64	64	54	54	39	39	36	42	33	33	37	39	49	49	40	46	45	45	37	40	31	37
22R514	37	45	40	52	46	49	28	40	48	51	73	73	54	63	37	46	64	73	69	69	42	42	48	54	64	64	39	39	42	45	66	66	43	49	53	65	73	79	46	64	68	68	56	56	38	38	52	55	34	34	35	35	37	43	15	39	60	75	59	59	61	64	50	50	39	39	42	51	?	?	35	37	49	49	46	46	45	51	40	46	31	34
22R520	25	37	52	52	49	55	28	43	45	48	43	73	54	63	37	37	73	73	69	69	42	42	54	54	64	70	36	39	42	45	60	63	43	43	53	62	73	79	46	64	68	71	56	62	38	38	52	55	28	34	35	35	37	43	15	15	?	?	80	80	64	67	48	50	39	39	42	51	33	57	37	37	49	49	40	46	45	45	40	46	31	34
22R566	25	45	40	40	49	55	40	40	48	51	58	58	51	54	46	46	73	73	69	69	42	42	42	54	64	64	36	36	42	42	?	?	49	49	53	53	70	70	46	55	71	71	56	62	38	41	49	55	34	34	35	35	34	43	39	45	78	78	59	80	64	64	50	56	39	39	36	42	33	57	35	39	49	49	40	46	36	45	40	46	34	34
22R567	25	37	36	40	49	52	37	40	48	51	49	73	54	63	37	49	64	73	69	69	42	48	42	42	64	67	36	39	42	45	?	?	46	49	62	65	73	73	?	?	71	71	56	62	38	41	52	55	28	34	35	38	34	43	39	42	?	?	59	80	58	64	50	54	?	?	36	51	33	33	37	39	49	49	46	46	45	45	37	46	34	34
22R569	37	45	36	40	52	55	40	43	51	51	73	73	54	54	37	37	73	73	69	72	42	42	42	60	64	70	21	39	45	45	?	?	43	49	62	62	79	79	46	46	68	68	56	62	38	41	52	55	28	37	35	35	31	43	42	42	60	78	?	?	?	?	50	56	?	?	42	51	33	57	35	39	43	43	40	40	30	45	46	46	31	31
22R599	45	45	40	52	46	49	28	37	48	51	43	73	63	63	37	46	67	73	69	69	42	42	42	54	64	70	36	39	45	45	?	?	43	46	65	65	73	73	46	55	?	?	56	62	38	38	49	55	34	34	35	35	34	43	42	45	?	?	59	80	64	67	50	56	39	39	36	42	33	33	35	37	43	49	40	40	45	45	46	46	31	34
22R629	49	65	36	52	49	49	28	43	45	48	43	43	54	54	37	37	73	73	69	69	42	48	48	54	64	64	36	39	42	45	?	?	43	43	53	62	73	79	?	?	68	71	56	62	38	41	52	55	34	37	35	41	43	43	39	42	?	?	59	80	61	64	50	50	39	39	36	42	33	33	37	37	49	49	40	46	30	45	40	46	31	34
22R641	37	45	40	52	49	55	37	43	48	51	58	73	54	54	37	37	64	73	69	69	42	48	42	42	70	70	36	39	42	45	?	?	43	49	62	65	73	79	46	46	?	?	56	62	38	38	55	55	34	34	35	35	37	37	39	42	?	?	59	80	61	64	50	50	39	51	36	42	33	33	35	37	49	49	40	46	36	45	37	46	31	31
22R671	25	25	40	44	55	55	28	40	48	51	49	73	54	63	37	46	64	73	69	69	42	42	42	42	64	70	21	39	45	45	60	63	43	49	53	62	64	79	?	?	71	71	56	83	38	41	49	55	34	34	35	35	43	46	15	42	60	60	59	80	64	64	50	54	39	39	36	36	33	33	35	35	49	49	40	46	45	45	40	46	34	37
23R007	25	41	32	52	49	55	37	40	48	57	73	73	54	63	37	37	73	73	69	69	42	42	42	60	64	64	36	39	42	45	57	66	43	49	53	62	64	79	43	55	68	71	56	62	38	41	49	55	34	34	35	35	16	43	42	42	60	60	65	68	67	70	54	54	39	48	36	42	33	33	35	37	49	49	40	46	45	45	40	46	34	37
23R010	25	45	36	40	52	52	37	40	51	51	49	49	51	63	46	46	73	73	69	69	?	?	42	42	64	64	36	36	45	45	57	57	46	49	62	65	73	73	55	55	68	71	56	62	38	41	49	55	34	34	35	41	34	37	39	42	78	78	56	68	64	64	?	?	39	39	36	42	48	57	?	?	43	43	40	40	?	?	37	37	31	34
23R028	45	45	32	32	46	55	37	37	51	51	43	73	54	54	37	46	73	73	69	69	?	?	42	60	64	64	21	36	42	45	60	69	43	49	62	68	73	73	46	46	68	68	62	62	38	38	52	55	34	34	35	38	43	46	39	42	78	81	59	80	64	64	?	?	39	39	42	42	33	33	?	?	49	49	46	46	?	?	37	40	31	34
23R038	25	37	40	48	49	52	28	40	45	48	43	43	54	63	37	46	73	73	69	72	?	?	54	60	64	64	36	36	42	45	60	63	43	43	62	65	73	79	46	67	68	68	62	65	38	38	55	55	34	37	41	44	16	37	42	45	75	81	65	68	64	64	?	?	39	39	51	51	33	33	?	?	49	49	40	46	?	?	37	40	31	34
23R039	25	25	32	40	52	55	37	37	51	51	49	73	54	54	46	46	73	73	69	69	?	?	42	60	64	70	36	39	45	45	63	69	43	43	53	68	73	73	46	46	68	77	56	62	38	41	52	55	34	34	38	41	31	43	39	42	60	60	71	80	64	64	?	?	39	39	42	42	57	66	?	?	49	49	40	46	?	?	37	40	31	37
23R045	25	45	40	40	55	55	?	?	45	51	49	73	54	54	46	46	73	73	69	69	?	?	42	60	64	64	36	39	45	45	66	69	43	49	62	65	73	73	46	46	68	77	62	62	38	38	52	55	34	34	38	41	31	43	39	45	60	60	71	80	64	64	?	?	39	39	42	42	57	66	?	?	49	49	40	46	?	?	37	40	31	37
23R049	25	25	40	40	46	55	37	40	51	51	43	73	54	54	37	46	73	73	69	69	?	?	42	54	64	67	21	36	42	45	60	60	43	43	53	68	73	73	46	46	68	71	56	62	38	41	52	55	28	34	35	38	34	43	39	42	75	81	59	80	58	64	?	?	39	39	36	42	33	66	?	?	49	49	46	46	?	?	37	40	31	34
23R060	25	25	36	52	55	55	37	40	51	51	43	49	54	57	37	37	73	73	69	69	42	48	42	42	70	70	39	39	45	45	66	66	46	49	53	53	73	79	46	64	68	71	65	65	38	38	52	55	28	34	35	35	34	46	39	42	60	60	65	80	64	67	?	?	39	48	42	42	33	57	35	35	49	49	40	46	36	45	37	37	31	37
23R069	25	45	40	40	46	55	28	28	45	51	49	73	54	63	37	46	64	64	69	69	42	42	54	60	64	64	36	39	42	45	66	69	43	43	65	68	73	73	46	46	68	71	56	62	38	38	52	52	34	37	35	38	43	43	39	45	60	60	59	59	64	64	?	?	39	39	36	51	48	57	?	?	49	49	46	46	45	51	37	37	34	37
23R080	25	45	32	40	52	55	37	40	51	51	49	73	54	54	37	46	73	73	69	69	?	?	42	60	64	64	36	39	45	45	66	69	43	43	53	68	73	73	46	46	68	77	56	56	41	41	49	52	34	34	35	41	34	43	39	45	60	78	59	80	64	64	?	?	39	39	36	42	57	66	35	37	49	49	40	46	30	45	40	46	31	34
23R082	45	49	32	40	52	55	28	40	51	51	43	73	54	54	37	37	64	73	69	69	42	42	54	60	64	64	21	39	42	45	60	66	49	49	53	62	73	73	55	55	68	71	56	56	38	41	55	55	34	34	35	41	34	46	42	42	75	78	80	80	64	64	?	?	39	39	42	42	33	48	37	39	49	49	46	46	30	45	37	37	31	34
23R092	41	45	40	44	52	55	37	37	51	51	49	73	54	63	37	37	67	73	69	72	42	48	54	60	64	64	36	36	45	45	63	69	46	46	62	65	73	79	46	46	71	71	56	62	38	38	49	55	34	37	35	41	16	34	39	42	60	60	59	80	58	64	?	?	39	39	42	51	33	57	35	35	43	49	46	46	30	45	37	37	31	37
23R096	25	45	40	40	52	55	28	40	51	51	43	73	54	63	37	49	73	73	69	69	?	?	60	60	64	64	36	36	45	45	63	69	46	49	62	68	55	64	46	55	71	77	56	56	38	38	52	55	28	34	35	41	34	43	39	42	75	78	65	80	64	64	?	?	39	39	36	51	?	?	?	?	43	49	46	46	?	?	37	46	34	37
23R098	49	65	32	40	52	52	37	40	48	51	58	73	54	57	37	49	73	73	69	72	?	?	42	42	70	70	36	39	42	45	63	69	49	49	53	62	64	67	46	46	68	71	56	56	41	41	52	55	28	28	35	41	43	43	39	42	75	78	65	80	64	67	?	?	39	39	51	57	?	?	39	39	49	49	46	46	?	?	37	40	31	34
23R103	25	45	32	40	55	55	37	40	51	51	43	58	54	54	37	37	64	73	69	69	?	?	42	60	64	67	21	36	42	45	60	60	43	43	53	62	73	79	46	46	68	71	56	62	38	38	55	55	34	37	35	41	16	34	42	42	75	78	71	80	58	64	?	?	39	39	42	51	?	?	37	39	43	49	46	46	?	?	37	37	31	34
23R113	25	49	36	52	52	55	?	?	51	51	49	73	54	54	46	46	73	73	69	69	?	?	42	42	64	70	39	39	42	42	66	66	49	49	62	65	64	73	55	58	68	71	56	59	38	41	52	52	28	34	35	35	43	46	39	42	78	78	80	80	64	70	?	?	39	39	42	42	33	33	35	39	49	49	40	40	36	45	37	40	34	37
23R118	25	25	32	52	52	55	37	40	51	51	73	73	54	54	37	46	73	73	69	69	?	?	42	54	64	67	21	36	45	45	60	60	43	46	53	68	73	73	46	64	68	71	62	83	38	38	52	52	34	34	35	35	43	43	39	45	60	78	59	71	64	64	?	?	39	39	36	42	?	?	37	39	49	49	40	40	45	45	37	37	37	37
23R120	37	45	36	40	52	55	28	28	45	51	43	73	54	54	37	49	73	73	69	69	?	?	60	60	64	64	36	36	45	45	63	69	43	43	56	62	79	79	46	55	68	71	56	62	38	38	55	55	34	37	35	41	16	43	39	42	75	78	71	80	58	64	?	?	39	39	42	51	?	?	?	?	43	49	40	46	?	?	37	40	31	37
23R121	25	25	36	40	49	52	28	43	51	51	49	49	57	63	37	37	73	73	69	69	42	48	42	54	70	70	36	39	45	45	66	69	46	49	53	53	73	79	46	58	68	71	62	65	38	38	52	55	28	34	35	35	37	46	42	42	78	78	65	80	64	67	?	?	39	39	42	42	33	33	35	39	49	49	46	46	30	45	37	37	31	31
23R123	45	45	32	40	46	49	28	40	45	45	43	43	54	54	37	46	73	73	69	69	?	?	60	60	64	64	21	36	42	45	60	63	46	49	62	68	55	73	46	55	68	71	56	62	38	38	55	55	28	37	35	41	16	34	39	42	75	78	71	80	58	64	?	?	39	39	42	51	33	33	?	?	43	49	46	46	?	?	37	37	34	34
23R131	25	49	36	52	52	55	28	40	48	51	43	73	54	63	37	49	73	73	69	69	?	?	42	48	64	64	39	39	42	45	66	66	49	49	56	62	73	79	46	64	68	71	62	62	38	38	52	55	28	34	35	35	37	43	39	42	60	75	80	80	58	64	?	?	39	39	42	51	33	33	?	?	49	49	46	46	?	?	40	40	34	37
23R132	25	25	40	40	55	55	28	37	45	51	49	73	54	54	46	46	73	73	69	69	?	?	42	60	64	70	36	39	45	45	63	69	43	43	53	65	73	73	46	46	68	68	62	62	38	38	49	52	34	34	38	41	31	43	39	45	60	60	59	80	64	64	?	?	39	39	36	42	?	?	?	?	49	49	46	46	?	?	40	46	31	34
23R136	45	45	40	40	55	55	28	37	45	51	43	58	54	54	37	37	64	73	69	69	?	?	60	60	64	64	21	36	42	45	60	63	43	43	53	62	73	79	46	46	68	71	56	56	38	41	55	55	34	37	35	41	16	34	42	42	75	78	65	80	58	64	?	?	39	39	42	51	?	?	?	?	43	49	40	46	36	51	37	40	31	31
23R139	25	37	40	40	52	55	28	43	51	51	43	43	57	63	37	46	73	73	69	69	?	?	42	42	70	70	39	39	42	45	66	69	43	46	53	56	73	73	46	64	68	71	56	56	38	38	55	55	28	34	35	44	37	37	42	48	60	81	68	80	58	64	?	?	39	39	42	51	33	57	?	?	43	49	40	46	?	?	37	37	31	34
23R154	25	45	32	40	55	55	28	40	45	51	73	73	54	54	37	46	73	73	69	69	?	?	42	60	64	64	36	39	45	45	66	69	43	49	68	68	73	73	46	64	68	68	56	56	38	41	52	55	34	34	35	35	37	43	39	39	60	60	59	83	58	64	?	?	39	39	36	42	?	?	?	?	49	49	40	46	?	?	37	37	34	37
23R165	25	45	40	40	49	52	28	28	45	51	43	73	54	63	37	49	73	73	69	69	48	48	42	60	64	64	36	36	45	45	?	?	46	49	62	68	55	64	46	55	68	77	62	65	38	38	55	55	34	37	35	41	16	43	15	42	?	?	65	80	58	64	50	54	39	39	51	51	?	?	39	39	49	49	40	46	45	51	37	46	31	34
23R166	25	45	32	44	46	55	28	37	51	51	73	73	54	54	37	46	64	73	69	69	?	?	42	60	64	64	36	39	42	45	66	69	43	43	68	68	73	73	46	46	68	71	56	62	38	38	52	52	34	34	35	35	43	43	39	45	60	81	59	71	64	64	?	?	39	39	42	51	?	?	?	?	49	49	40	46	?	?	37	40	31	34
23R177	25	45	36	40	49	55	37	40	51	51	58	73	63	63	37	46	73	73	69	69	?	?	42	42	70	70	39	39	42	45	66	66	46	49	53	62	73	79	46	64	68	77	56	62	38	41	55	55	28	34	35	35	37	37	42	42	60	78	65	80	58	70	?	?	39	39	36	36	?	?	37	37	43	49	40	46	?	?	37	40	34	34
23R179	37	45	40	40	49	52	28	28	45	51	43	73	54	54	46	46	73	73	69	69	?	?	42	60	?	?	36	39	42	45	60	66	43	46	56	68	55	79	46	55	68	68	56	62	38	38	55	55	34	37	35	41	16	43	42	42	75	78	65	80	58	64	?	?	?	?	36	42	?	?	?	?	43	49	40	46	?	?	37	40	31	34
23R184	37	45	36	40	52	52	28	40	45	51	58	73	54	63	37	46	?	?	63	69	?	?	42	54	64	64	21	39	45	45	60	66	46	49	62	62	79	79	46	55	71	71	56	56	38	41	55	55	34	37	35	41	34	43	39	42	60	78	56	80	64	67	?	?	?	?	51	57	?	?	?	?	49	49	40	46	?	?	37	40	31	34
23R191	25	65	36	52	49	55	37	37	45	51	49	73	54	63	37	46	73	73	69	69	?	?	54	54	64	64	36	36	42	42	57	60	46	49	62	68	70	79	46	64	71	77	56	56	38	38	55	55	34	37	35	41	37	43	15	42	60	78	80	80	64	67	?	?	39	39	36	42	33	57	?	?	49	49	40	46	45	45	16	46	34	34
